number_of_reviews,price_range,ratingValue,name,address
328,$11-30,4.0,Hudson,5000 E Marginal Way S Seattle WA 98134
297,Above $61,4.5,Sushi Kashiba,86 Pine St Seattle WA 98101
683,Under $10,4.0,Xi’an Famous Foods,67 Bayard St New York NY 10013
119,$11-30,4.5,Safari Njema Restaurant,5041 Rainier Ave S Seattle WA 98118
187,Under $10,4.5,Loretta’s Northwesterner,8617 14th Ave S Seattle WA 98108
109,$11-30,4.0,Gracia,5313 Ballard Ave NW Seattle WA 98107
199,$11-30,4.0,Mioposto,3601 S McClellan St Seattle WA 98144
11,Under $10,4.0,Paris Baguette,45-22 46th St Sunnyside NY 11104
552,$31-60,4.5,RockCreek Seafood & Spirits,4300 Fremont Ave N Seattle WA 98103
216,$11-30,4.0,Miyabi 45th,2208 N 45th St Seattle WA 98103
26,$11-30,4.5,Treehaus Mima,470 W 42nd St New York NY 10036
149,Under $10,4.0,Julie’s Garden,81 Yesler Way Seattle WA 98104
269,Under $10,4.0,OatMeals,120 W 3rd St New York NY 10012
103,Under $10,4.5,MIGHTY Bowl,120 Macdougal St New York NY 10012
11,$11-30,4.0,Korilla BBQ,55 Spring St New York NY 10012
883,$11-30,4.0,Barn Joo,35 Union Square W New York NY 10003
323,$11-30,4.0,Korzo,667 5th Ave Brooklyn NY 11215
31,$11-30,4.5,Kaz,185 Avenue C New York NY 10009
41,$11-30,3.5,Pho Hà Nôi,969 Story Rd San Jose CA 95122
356,$11-30,4.0,Main Street Burgers,1100 Lincoln Ave San Jose CA 95125
280,Under $10,4.0,Harbor Fish & Chips,2632 Union Ave San Jose CA 95124
205,$11-30,3.5,Ramen Yamadaya,1516 N 4th St San Jose CA 95112
460,$11-30,4.0,Kaita Restaurant,215 Jackson St San Jose CA 95112
199,$11-30,4.0,Fish’s Wild,1554 Saratoga Ave San Jose CA 95129
243,$11-30,4.0,Almaden Sushi,6471 Almaden Expy San Jose CA 95120
594,$11-30,3.5,Hillside Farmacy,1209 E 11th St Austin TX 78702
924,$11-30,4.0,Yuki Sushi,1140 Lincoln Ave San Jose CA 95125
160,$11-30,4.0,RedFin Seafood Kitchen,8300 N FM 620 Austin TX 78726
127,Under $10,4.5,Tommy Want Wingy,94 Rainey St Austin TX 78701
190,Under $10,4.5,Sa-Ten,916 Springdale Rd Austin TX 78702
36,Under $10,4.0,Sarku Japan,Barton Creek Square Mall Austin TX 78746
11,$11-30,4.0,Mi Cabana,4118 S IH 35 Austin TX 78745
383,$11-30,4.0,Foxhole Culinary Tavern,13995 N Hwy 183 Austin TX 78717
31,$11-30,3.5,Baby Greens,1508 W Anderson Ln Austin TX 78757
201,Under $10,5.0,Abo Youssef,2101 Manor Rd Austin TX 78722
1049,Under $10,4.0,California Sourdough,1150 Murphy Ave San Jose CA 95131
541,$11-30,4.0,Pizza Bocca Lupo,87 N San Pedro St San Jose CA 95110
10,Under $10,4.5,Oliver’s Kitchen,2705 Union Ave San Jose CA 95124
2998,Under $10,3.5,La Victoria Taqueria,140 E San Carlos St San Jose CA 95112
349,Under $10,4.0,Dona Maria,3974 S Bascom Ave San Jose CA 95124
816,Under $10,4.0,Banana Crêpe,248 Jackson St San Jose CA 95112
25,$11-30,4.5,Ike’s Love & Sandwiches,90 Skyport Dr San Jose CA 95110
13,Under $10,3.0,El Naranjo Restaurant,1640 Story Rd San Jose CA 95122
3,Under $10,5.0,N Kitchen,6130 Monterey Hwy San Jose CA 95138
755,Above $61,3.5,Morton’s The Steakhouse,177 Park Ave San Jose CA 95113
28,$11-30,4.0,Maison Tavern,2946 1st Ave S Seattle WA 98134
53,$11-30,4.0,Suga,4262 Fremont Ave N Seattle WA 98103
107,$11-30,4.0,Mioposto - Bryant,3426 NE 55th St Seattle WA 98105
66,$11-30,4.0,Mioposto,2139 California Ave SW Seattle WA 98116
485,Under $10,4.0,Pho Viet Anh,372 Roy St Seattle WA 98109
95,$11-30,4.0,Good Bar,240 2nd Ave S Seattle WA 98104
166,$11-30,4.0,Fat’s Fried Chicken & Waffles,2726 E Cherry St Seattle WA 98122
775,$31-60,4.0,Blueacre Seafood,1700 7th Ave Seattle WA 98101
307,$11-30,4.0,Milano Cafe,4601 Southwest Pkwy Austin TX 78735
48,$11-30,4.5,Scoreboard,6507 Jester Blvd Austin TX 78750
448,$11-30,4.5,Casa De Luz,1701 Toomey Rd Austin TX 78704
49,$11-30,4.0,"Lox, Box & Barrel",9521 US Hwy 290 W Austin TX 78737
14,$11-30,4.0,Liz’s Grill,11003 Harris Branch Pkwy Austin TX 78754
844,$11-30,4.0,North Italia,11506 Century Oaks Ter Austin TX 78758
199,$11-30,4.0,Daito,2716 1/2 Guadalupe St Austin TX 78705
81,Under $10,4.5,Deli Delicious,2762 Aborn Rd San Jose CA 95121
200,$11-30,4.5,Via 313 Pizza,61 Rainey St Austin TX 78701
11,Under $10,3.5,Kim’s Restaurant,814 S Bascom Ave San Jose CA 95128
170,$11-30,3.5,So Gong Dong Tofu House,491 Saratoga Ave San Jose CA 95129
69,Under $10,4.5,Spartan Taco Truck,447 E William St San Jose CA 95112
886,$11-30,4.0,Blue Rock BBQ,3001 Meridian Ave San Jose CA 95124
573,$11-30,4.0,The Happy Hooligans,1711 Branham Ln San Jose CA 95118
271,Under $10,4.5,Gotta Eatta Pita - San Jose,86 N Market St San Jose CA 95113
176,Under $10,4.5,Curry Roots,925 Blossom Hill Rd San Jose CA 95123
1316,$11-30,3.5,Henry’s World Famous Hi-Life,301 W St John St San Jose CA 95110
150,$11-30,4.0,Felice 15 Gold Street,15 Gold St New York NY 10038
156,$11-30,4.5,"Las Delicias Del Mero, Mero Mexican Grill",5899 Santa Teresa Blvd San Jose CA 95123
133,Under $10,4.0,Fourth Street Bowl Coffee Shop,1441 N 4th St San Jose CA 95112
290,$11-30,3.5,Venus Cafe,1698 Hostetter San Jose CA 95131
253,$11-30,4.0,Bray Butcher Block and Bistro,100 N Almaden Rd San Jose CA 95110
433,$31-60,4.0,Colonie,127 Atlantic Ave Brooklyn NY 11201
473,$11-30,4.0,Buenos Aires Café - Este,1201 E 6th St Austin TX 78702
359,$11-30,4.0,Gunther’s Restaurant & Catering,1601 Meridian Ave San Jose CA 95125
28,$11-30,4.0,Atlas Kitchen & Lounge,621 1/2 Queen Anne Ave N Seattle WA 98109
329,$11-30,4.0,Jon Jon’s,1305 Oakland Rd San Jose CA 95112
354,$11-30,4.0,Tsurutontan Udon Noodle Brasserie,21 E 16th St New York NY 10003
623,$11-30,4.0,Saraghina,435 Halsey St Brooklyn NY 11233
1018,$11-30,3.5,Poor House Bistro,91 S Autumn St San Jose CA 95110
659,$11-30,3.5,Southern Kitchen Coffee Shop,3378 Monterey  Hwy San Jose CA 95111
78,$11-30,4.5,Sagaponack Bar & Grill,4 W 22nd St New York NY 10010
741,$11-30,4.5,Cafe Mogador,133 Wythe Ave Brooklyn NY 11211
37,Under $10,4.5,Naya Express,One New York Plaza New York NY 10004
1938,$11-30,4.0,Roberta’s,261 Moore St Brooklyn NY 11206
31,$11-30,4.5,Burger Heights,79 Audubon Ave New York NY 10032
267,$11-30,4.0,Reserve a Table,791 Washington Ave Brooklyn NY 11238
282,$11-30,4.0,Fort Defiance,365 Van Brunt St Brooklyn NY 11231
216,$11-30,4.0,Emmy Squared,364 Grand St Brooklyn NY 11211
16,$11-30,4.0,Creamline,180 7th Ave New York NY 10011
581,$11-30,4.0,Galli,45 Mercer St New York NY 10013
147,$11-30,4.0,High Street On Hudson,637 Hudson St New York NY 10014
29,$31-60,4.0,Jimmy’s NYC,156 W 38th St New York NY 10018
525,$11-30,4.0,MangoSeed Restaurant,757 Flatbush Ave Brooklyn NY 11226
707,$11-30,4.0,Reserve a Table,43 W 46th St New York NY 10036
513,$11-30,4.0,El Almacen,557 Driggs Ave Brooklyn NY 11211
283,$11-30,4.0,Bijan’s,81 Hoyt St Brooklyn NY 11201
8,Under $10,4.5,Cachapas y Mas,678 Seneca Ave Ridgewood NY 11385
1394,$11-30,4.0,The Smith,956 2nd Ave New York NY 10022
31,$11-30,4.5,The Brooklyn Tree,188 Montrose Ave Brooklyn NY 11206
510,Above $61,4.5,Annisa,13 Barrow St New York NY 10014
474,$11-30,3.5,Kizuki Ramen & Izakaya,319 NE Thornton Pl Seattle WA 98125
484,Under $10,4.0,Mecca Cafe,526 Queen Anne Ave N Seattle WA 98109
56,$11-30,4.0,The Blu Grouse,412 S Orcas St Seattle WA 98108
36,Under $10,4.5,The Conservatory,The Conservatory Seattle WA 98108
42,$11-30,4.5,Teasome,6412 Phinney Ave N Seattle WA 98103
119,$11-30,4.0,The Independent Pizzeria,4235 E Madison St Seattle WA 98112
972,$11-30,4.0,Green Leaf Vietnamese Restaurant,418 8th Ave S Seattle WA 98104
130,Under $10,4.0,Pepperdock Restaurant,2618 Alki Ave Sw Seattle WA 98116
83,$11-30,4.0,Madison Kitchen,4122 E Madison St Seattle WA 98112
67,Under $10,4.0,Alaskan Sourdough Bakery,1301 Alaskan Way Seattle WA 98101
20,$11-30,4.5,Brothers Taverna,23-01 Steinway St Astoria NY 11105
30,Under $10,4.5,Hungry?,77 Norman Ave Brooklyn NY 11222
102,$11-30,4.5,Maroni Hot Pots,307 77th St New York NY 10075
13,$11-30,4.0,May Kaidee NYC,126 E 28th St New York NY 10016
52,$11-30,4.5,Perla Cafe,234 W 4th St New York NY 10014
714,$11-30,4.0,Chavela’s,736 Franklin Ave Brooklyn NY 11238
376,$11-30,4.5,Reserve a Table,1626 2nd Ave New York NY 10028
61,Under $10,4.5,3 Greeks Grill,3561 Vernon Blvd Long Island City NY 11106
92,$11-30,4.5,Mr. West Cafe Bar,720 Olive Way Seattle WA 98101
86,Under $10,4.0,By’s,2901 4th Ave S Seattle WA 98134
59,$31-60,3.5,Scout,110 Stewart St Seattle WA 98101
352,$11-30,3.5,Hong Kong Bistro,507 Maynard Ave S Seattle WA 98104
890,$11-30,4.0,Musashi’s,1400 N 45th St Seattle WA 98103
102,Under $10,4.5,Dan’s Kitchen,6552 15th Ave NE Seattle WA 98115
117,$11-30,4.5,The Westy,7908 35th Ave SW Seattle WA 98126
98,$11-30,4.0,Wong’s Kitchen and Bar,9400 35th Ave NE Seattle WA 98115
6,,5.0,Vic & Al’s,1308 East 4th Street Austin TX 78702
157,$11-30,4.0,Christo’s On Alki,2508 Alki Ave SW Seattle WA 98116
275,$11-30,4.0,Pour House Pints And Pies,11835 Jollyville Rd Austin TX 78759
366,$11-30,4.0,Russian House,307 E 5th St Austin TX 78701
19,Under $10,4.5,The Lucky Belly,7800 South First St Austin TX 78745
141,$11-30,4.5,Le Caviste,1919 7th Ave Seattle WA 98101
316,$11-30,3.5,Sawyer & Co,4827 E Cesar Chavez St Austin TX 78702
7,$11-30,4.5,Stinson’s Bistro University Park,3300 N I-35 Austin TX 78705
345,$11-30,4.0,Hopfields,3110 Guadalupe St Austin TX 78705
35,Under $10,5.0,Dawa Sushi,1210 Barton Springs Rd Austin TX 78704
37,Under $10,4.5,Hot Mess,10006 Manchaca Austin TX 78748
7,Under $10,4.5,In The Coconut,2125 E Cesar Chavez St Austin TX 78702
864,$11-30,4.0,Veggie Grill,3055 Olin Ave San Jose CA 95128
105,Under $10,3.0,HK Dim Sum,1070 Story Rd San Jose CA 95122
380,$11-30,3.5,Cafe Stritch,374 S 1st St San Jose CA 95113
366,$11-30,3.5,Mosaic Restaurant,Four Points Sheraton San Jose CA 95113
780,$11-30,4.0,Vegetarian House,520 E Santa Clara St San Jose CA 95112
14,$11-30,4.5,Villarina’s Pasta & Fine Foods,3201 Bee Caves Rd Austin TX 78646
573,$11-30,4.0,Z’Tejas Mexican Restaurant and Grill,1110 W 6th St Austin TX 78703
82,$11-30,4.0,Nightcap,1401 W 6th St Austin TX 78703
1371,$11-30,4.0,Dia de Pesca,55 N Bascom Ave San Jose CA 95128
258,$11-30,4.0,Real Kabob,2982 Almaden Expy San Jose CA 95125
578,Under $10,4.5,Cabo Bob’s Burritos,500 E Ben White Blvd Austin TX 78704
9,Under $10,5.0,Kinfolk BBQ,4611 E Mlk Austin TX 78721
85,$11-30,4.0,Tokyo Sushi Japanese Restaurant,3201 Bee Caves Rd Austin TX 78746
259,$11-30,4.0,Reserve a Table,14028 N Us Hwy 183 Austin TX 78717
436,$11-30,4.0,Vino Vino,4119 Guadalupe St Austin TX 78751
35,$11-30,4.0,Texas Wings & Grill,13201 Pond Springs Rd Austin TX 78729
261,Under $10,4.0,Chao Chi,1657 N Capitol Ave San Jose CA 95132
142,Under $10,4.0,"Spuds USA, Potato Bar",100 N Almaden Ave San Jose CA 95110
419,$11-30,3.5,Korean Fusion BBQ,255 N  White Rd San Jose CA 95127
271,$11-30,4.0,Ziba Restaurant,4628 Meridian Ave San Jose CA 95124
655,Under $10,4.0,Punjab Cafe,322 E Santa Clara St San Jose CA 95113
179,$11-30,4.0,Malibu Grill & B-B-Q,5735 Camden Ave San Jose CA 95124
194,Under $10,4.0,Evergreen Panda,3230 S White Rd San Jose CA 95148
352,$11-30,4.0,Lau Hai San,2597 Senter Rd San Jose CA 95111
60,Under $10,4.0,Scrambl’z AM,1597 Meridian Ave San Jose CA 95125
507,$11-30,4.0,Ocho,2325 NW Market St Seattle WA 98107
671,$11-30,4.0,Citizen,706 Taylor Ave N Seattle WA 98109
30,Under $10,4.0,Quick Pack Food Mart,2616 S Jackson St Seattle WA 98144
82,$11-30,4.0,San Fermo,5341 Ballard Ave NW Seattle WA 98107
91,Under $10,4.5,Shawarma King,4337 University Way NE Seattle WA 98105
127,$11-30,4.0,Ichiro Sushi and Teriyaki,2434 32nd Ave W Seattle WA 98199
135,$11-30,4.5,Intermezzo Carmine,409 1st Ave S Seattle WA 98104
284,$11-30,4.0,The Innkeeper,2510 1st Ave Seattle WA 98121
24,$11-30,4.0,Honeybrains,372 Lafayette St New York NY 10012
57,Under $10,4.5,Ras Dashen,2801 E Cherry St Seattle WA 98122
251,$11-30,4.0,Milk And Roses,1110 Manhattan Ave Brooklyn NY 11222
93,$11-30,4.0,Mémé Mediterranean,607 10th Ave New York NY 10036
304,$31-60,4.0,Lavagna Restaurant,545 E 5th St New York NY 10009
15,$31-60,4.0,Miss Paradis,47 Prince St New York NY 10012
331,$11-30,4.0,Foragers Table,300 W 22nd St New York NY 10011
1396,Under $10,4.5,Torchy’s Tacos,1311 S 1st St Austin TX 78704
478,$11-30,4.0,Bunker,99 Scott Ave Brooklyn NY 11237
147,Under $10,4.5,Three Little Pigs,6507 Burnet Rd Austin TX 78757
282,Above $61,4.0,Vince Young Steakhouse,301 San Jacinto Blvd Austin TX 78701
195,$11-30,4.0,360 Uno,3801 N Capital Of Texas Hwy Austin TX 78746
108,Under $10,4.5,Gravy,4209 Airport Blvd Austin TX 78719
409,$11-30,4.0,Daruma Ramen,612-B E 6th St Austin TX 78701
405,$11-30,4.0,Cypress Grill,4404 W William Cannon Dr Austin TX 78749
677,Under $10,4.0,Chi’Lantro,823 Congress Ave Austin TX 78701
291,$11-30,4.5,Korean Grill,10901 N Lamar Blvd Austin TX 78753
6,Under $10,3.5,Stubb’s Bar-B-Q,2207D Justin Ln Austin TX 78757
566,$31-60,4.5,The Sea Fire Grill,158 E 48th St New York NY 10017
72,Under $10,4.0,Julio’s Fresh Mex,5978 Silver Creek Valley Rd San Jose CA 95138
819,Under $10,4.0,Good Karma Artisan Ales & Café,37 S 1st St San Jose CA 95113
212,$11-30,4.0,Thaiphoon Restaurant,4996 Stevens Creek Blvd San Jose CA 95129
983,$11-30,3.5,Hukilau,230 Jackson St San Jose CA 95112
91,$11-30,4.0,Sand Point Grill,5412 Sand Point Way NE Seattle WA 98105
458,$11-30,3.5,Blue Water Seafood & Crab,860 Willow St San Jose CA 95125
262,Under $10,3.5,Pho Viet,1751 N First St San Jose CA 95112
1219,$11-30,4.0,Vung Tau Restaurant,535 E Santa Clara St San Jose CA 95112
119,$11-30,3.5,Reserve a Table,1715 Lundy Ave San Jose CA 95131
321,$11-30,4.0,Gainsbourg,8550 Greenwood Ave N Seattle WA 98103
148,$11-30,4.5,Noble Barton,9635 16th Ave SW Seattle WA 98106
561,$11-30,3.5,Mezcal,25 W San Fernando St San Jose CA 95113
253,$11-30,4.0,The Swinery,3207 California Ave SW Seattle WA 98116
53,$11-30,4.5,Lamplighter Public House,820 NW 85th St Seattle WA 98117
262,$11-30,4.0,Cicchetti,121 E Boston St Seattle WA 98102
450,$11-30,4.0,Park Avenue Tavern,99 Park Ave New York NY 10016
8,Under $10,4.5,Mi Puebla,6575 Decker Ln Austin TX 78724
47,Under $10,4.5,Blvd Coffee,6055 Meridian Ave San Jose CA 95120
928,$11-30,4.0,Pig and Khao,68 Clinton St New York NY 10002
100,$11-30,3.5,Kizuki Ramen & Izakaya,4203 SW Alaska St Seattle WA 98116
709,$11-30,4.0,Mu Ramen,12-09 Jackson Ave Long Island City NY 11101
54,$11-30,4.5,Ayios Greek Rotisserie,2 Saint Marks Pl New York NY 10003
22,$11-30,4.0,Ziggy’s Mexican Beach Food & Bar,1485 2nd Ave New York NY 10075
181,$31-60,4.0,The Milling Room,446 Columbus Ave New York NY 10024
9,$11-30,4.0,Fresh Pond Spice,6402 Fresh Pond Rd Ridgewood NY 11385
205,$11-30,4.0,Cafe Rue Dix,Park Place Brooklyn NY 11216
544,Under $10,3.5,Bo Ky Restaurant,80 Bayard St New York NY 10013
87,Under $10,4.5,Little Egypt,66-28 Fresh Pond Rd Ridgewood NY 11385
206,$11-30,4.5,Pinthouse Pizza,4236 S Lamar Blvd Austin TX 78704
79,$11-30,4.0,Charm Korean BBQ,1200 W Howard Ln Austin TX 78753
353,$11-30,3.5,Chalk Point Kitchen,527 Broome St New York NY 10013
470,$11-30,4.0,Reserve a Table,628 10th Ave New York NY 10036
461,$11-30,4.0,Rice Bowl Cafe,11220 N Lamar Blvd Austin TX 78753
64,Under $10,4.5,MOD Pizza,500 W Canyon Ridge Dr Austin TX 78753
243,$11-30,4.0,The Silo on 7th,1300 E 7th St Austin TX 78702
10,$11-30,4.0,Cannon + Belle,500 E 4th St Austin TX 78701
13,$11-30,4.0,Yummy Thai Food,75 Rainey St Austin TX 78701
556,$11-30,4.5,Antipasto’s By Derose Gourmet Meat Fish & Deli,3454 McKee Rd San Jose CA 95127
719,$11-30,3.5,North By Northwest Restaurant & Brewery,10010 N Capital Of Texas Hwy Austin TX 78759
7,Under $10,4.5,Four Brothers,80 Rainey St Austin TX 78701
326,$11-30,4.5,Swaad Indian Cuisine,498 N 13th St San Jose CA 95112
530,Under $10,4.0,Angelou’s Mexican Grill,21 N 2nd St San Jose CA 95113
102,Under $10,4.0,Falafel Bar - Westgate Mall,1600 Saratoga Ave San Jose CA 95129
7,Under $10,5.0,Chavelas Restaurant,960 S 1st St San Jose CA 95110
308,$11-30,3.5,LOL Chicken,1041 E Capitol Expy San Jose CA 95121
183,$11-30,4.5,Cafe Eden,2 N 1st St San Jose CA 95113
220,$11-30,4.5,Bottlehouse,1416 34th Ave Seattle WA 98122
181,$11-30,4.0,Daawat Grill & Bar,820 Pike St Seattle WA 98101
970,$11-30,3.5,Amber India Restaurant,377 Santana Row San Jose CA 95128
30,Under $10,4.0,Corner Deli and Grill,414 E William St San Jose CA 95112
166,$11-30,4.0,Big Chickie,5520 Rainier Ave S Seattle WA 98118
225,$11-30,4.5,Tropicos Breeze,9710 Aurora Ave N Seattle WA 98103
234,Under $10,4.0,Ludi’s,200 Pike St Seattle WA 98101
105,Under $10,4.5,Stone Way Cafe,3510 Stone Way N Seattle WA 98103
195,$11-30,4.0,Cutting Board,5503 Airport Way S Seattle WA 98108
473,$11-30,4.0,Boat Street Kitchen,3131 Western Ave Seattle WA 98121
132,$11-30,4.5,La Teranga,4903 1/2 Rainier Ave S Seattle WA 98118
236,$31-60,4.0,Locanda Vini e Olii,129 Gates Ave Brooklyn NY 11238
5,,5.0,Nacho Macho Taco,82 5th Ave Brooklyn NY 11217
341,$31-60,4.0,James,605 Carlton Ave Brooklyn NY 11238
338,$31-60,4.5,The Greek,458 Greenwich St New York NY 10013
61,Under $10,4.0,Lao Di Fang,28 Forsyth St New York NY 10002
42,$11-30,4.0,Madame Vo,212 E 10th St New York NY 10003
552,$11-30,4.0,Five Senses,9 W 32nd St New York NY 10001
171,$31-60,4.5,Fukumoto Sushi & Yakitori,514 Medina St Austin TX 78702
1716,$11-30,4.0,Uva,1486 2nd Ave New York NY 10075
101,$11-30,4.5,Ali’s Restaurant,280 Knickerbocker Ave Brooklyn NY 11237
207,$11-30,3.5,JINYA Ramen Bar,3210 Esperanza Crossing Austin TX 78758
52,$31-60,4.0,827Ray’s Kitchen + Cellar,3519 Ranch Rd 620 N Austin TX 78734
599,$11-30,4.0,Whip In,1950 Hwy 35 S Austin TX 78704
534,$11-30,3.5,Foreign & Domestic,306 E 53rd St Austin TX 78751
71,$11-30,4.0,Bollywood Indian Grill,11101 Burnet Rd Austin TX 78758
1158,$11-30,4.5,la Barbecue,1906 E Cesar Chavez Austin TX 78702
11,Under $10,4.5,Three Chicks Soulfood,1716 W Howard Ln Austin TX 78727
450,Under $10,4.0,Mi Madre’s,2201 Manor Rd Austin TX 78722
119,Under $10,4.0,Austin Burrito Company,13011 Shops Pkwy Austin TX 78738
310,Under $10,4.5,Happiness Cafe,1688 Hostetter Rd San Jose CA 95131
967,$11-30,3.5,Rangoli India Restaurant,3695 Union Ave San Jose CA 95124
239,Under $10,4.0,Meow Tea,2857 Senter Rd San Jose CA 95111
132,$11-30,4.0,Hong Kong Garden Restaurant,5665 Snell Ave San Jose CA 95123
20,$11-30,3.5,Michi,At M8trix San Jose CA 95110
1507,$11-30,4.0,Bill’s Café,2089 The Alameda San Jose CA 95126
246,$11-30,4.0,Las Cazuelas Restaurant,55 Race St San Jose CA 95126
31,$11-30,3.0,Affinity Restaurant & Bar,300 Almaden Blvd San Jose CA 95113
788,$11-30,3.5,Reserve a Table,72 N Almaden Ave San Jose CA 95110
611,$11-30,3.5,Patxi’s Pizza,3350 Zanker Rd San Jose CA 95134
680,$11-30,3.5,Burger & Barrel,25 W Houston St New York NY 10012
183,$11-30,4.5,Craft House,60 Vanduzer St Tompkinsville NY 10301
18,$31-60,4.0,Lady’s,572 Fulton St Brooklyn NY 11217
426,$11-30,4.0,Juniper,112 Berry St Brooklyn NY 11211
122,$11-30,4.0,The Wheelhouse,165 Wilson Ave Brooklyn NY 11237
311,$11-30,4.0,Sweet Science,135 Graham Ave Brooklyn NY 11206
31,$11-30,4.5,Sodam,156-50 Northern Blvd Flushing NY 11354
1279,$31-60,4.0,Lure Fishbar,142 Mercer St New York NY 10012
111,$11-30,3.5,Ku Sushi and Izakaya,5210 University Way NE Seattle WA 98105
42,$11-30,4.0,The Hideaway Seaport,22 Peck Slip New York NY 10038
235,$11-30,3.5,Ho Ho Seafood Restaurant,653 S Weller St Seattle WA 98104
769,$31-60,4.0,Matts in the Market,94 Pike St Seattle WA 98101
293,$11-30,4.0,Brass Tacks,6031 Airport Way S Seattle WA 98108
1081,$11-30,4.0,La Carta de Oaxaca,5431 Ballard Ave NW Seattle WA 98107
532,Above $61,4.0,Daniel’s Broiler,809 Fairview Pl N Seattle WA 98109
172,$11-30,4.0,Altstadt,209 1st Ave S Seattle WA 98104
39,Under $10,4.5,Toaster,1910 E Cesar Chavez Austin TX 78702
24,$11-30,4.0,Lustre Pearl East,114 Linden St Austin TX 78702
227,$11-30,3.5,Weather Up,1808 E Cesar Chavez St Austin TX 78702
86,$11-30,4.0,Godavari Austin,1779 Wells Branch Pkwy Austin TX 78728
20,Under $10,3.5,Rusty Cannon Pub,730 W Stassney Ln Austin TX 78745
234,$11-30,3.5,Maru Japanese Sushi Restaurant,4636 Burnet Rd Austin TX 78756
154,$11-30,4.0,Casa Colombia,2409 E 7th St Austin TX 78702
136,Under $10,4.5,Pho Phi,1700 Parmer Ln Austin TX 78727
167,Under $10,3.5,Boat House Grill,6812 Ranch Rd 620 N Austin TX 78732
583,$11-30,3.5,Crepevine Restaurant,1100 Lincoln Ave San Jose CA 95125
338,Under $10,4.5,Big E Cafe,1683 Branham Ln San Jose CA 95118
109,$11-30,4.0,Oysy Sushi,2590 S Bascom Ave San Jose CA 95124
182,Under $10,4.0,Taqueria Lorena’s,854 N 13th St San Jose CA 95112
21,Under $10,4.5,Estilo Mexico Hot Dogs,3100 Monterey Hwy San Jose CA 95111
280,$11-30,3.5,Reserve a Table,4130 N 1st St San Jose CA 95134
82,Under $10,4.0,The Bread Basket,271 E Brokaw Rd San Jose CA 95112
254,Under $10,4.0,"Gyros, Burgers & More",2638 Union Ave San Jose CA 95124
149,Under $10,4.0,The Golden Olive,521 Queen Anne Ave N Seattle WA 98109
297,$11-30,4.0,Spud Fish & Chips,2666 Alki Ave SW Seattle WA 98116
432,$11-30,3.5,Pho 69,321 S 1st St San Jose CA 95113
406,Under $10,4.0,Hue Ky Mi Gia,1207 S Jackson St Seattle WA 98144
118,$11-30,4.0,The Neighbor Lady,2308 E Union St Seattle WA 98122
64,$11-30,4.0,El Sirenito,5901 Airport Way S Seattle WA 98108
842,$31-60,4.0,RN74,1433 4th Ave Seattle WA 98101
181,Under $10,4.0,Twin Lion Chinese Restaurant,4815 W Braker Ln Austin TX 78759
186,Under $10,4.0,Baja Bistro,2414 Beacon Ave S Seattle WA 98144
61,$31-60,4.0,Plate By Dzintra,12717 Shops Pkwy Austin TX 78738
307,$11-30,4.0,Shabu,2700 Anderson Ln Austin TX 78757
