,_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
627,627,895,1356,black star co-op pub & brewery,7020 Easy Wind Dr Austin TX 78752,4.0,$20,637,black star co-op pub & brewery,7020 Easy Wind Drive Suite 100 Austin TX 78752,3.7,$50,24
628,628,899,972,golden house chinese ,7108 Santa Teresa Blvd San Jose CA 95139,4.0,$5,352,flames coffee shop,7170 Santa Teresa Blvd San Jose CA 95139,3.6,$30,3
629,629,899,1207,golden house chinese ,7108 Santa Teresa Blvd San Jose CA 95139,4.0,$5,352,emperor norton's italian,7058 Santa Teresa Blvd San Jose CA 95139,3.8,$35,1
630,630,899,1275,golden house chinese ,7108 Santa Teresa Blvd San Jose CA 95139,4.0,$5,352,sushi boat town,7130 Santa Teresa Blvd San Jose CA 95139,3.7,$43,4
631,631,899,2052,golden house chinese ,7108 Santa Teresa Blvd San Jose CA 95139,4.0,$5,352,golden house chinese,7108 Santa Teresa Blvd San Jose CA 95139,3.6,$40,1
632,632,900,2578,great wall chinese ,1409 Bird Ave San Jose CA 95125,4.0,$20,160,great wall chinese,1409 Bird Avenue San Jose CA 95125,3.4,$80,1
633,633,901,310,tandoori grill,225 E Santa Clara St San Jose CA 95112,4.0,$5,58,vung tau,535 E Santa Clara St San Jose CA 95112,3.8,$45,11
634,634,904,1043,lk tea & grill,2780 Aborn Rd San Jose CA 95121,4.0,$5,481,lk tea & grill,2780 Aborn Road San Jose CA 95121,-,$30,2
635,635,905,284,salty’s - alki beach,1936 Harbor Ave SW Seattle WA 98126,3.5,$45,1290,salty's,1936 Harbor Avenue SW Seattle WA 98126,3.5,$120,71
636,636,909,254,buddha ruksa,3520 SW Genesee St Seattle WA 98126,4.0,$20,602,buddha ruksa,3520 SW Genesee St Seattle WA 98126,4.6,$75,55
637,637,911,27,pike place chowder,600 Pine St Seattle WA 98101,4.0,$20,543,pike place chowder,Pike Place Market 1530 Post Alley Seattle WA 98101,4.5,$25,129
638,638,911,1350,pike place chowder,600 Pine St Seattle WA 98101,4.0,$20,543,caf nordstrom,500 Pine St Seattle WA 98101,3.8,$35,12
639,639,911,1391,pike place chowder,600 Pine St Seattle WA 98101,4.0,$20,543,pike place chowder,Pacific Place Level 4 600 Pine St Seattle WA 98101,3.6,$25,28
640,640,912,2852,little uncle,1523 E Madison St Seattle WA 98122,4.0,$20,52,little uncle,1509 E Madison St Seattle WA 98122,3.4,$25,12
641,641,913,1131,island soul ,4869 Rainier Ave S Seattle WA 98118,4.0,$20,564,island soul,4869 Rainier Avenue South Seattle WA 98118,4.0,$40,32
642,642,914,1326,cookshop,156 10th Ave New York NY 10011,4.0,$20,1520,cookshop,156 10th Avenue New York NY 10011,4.1,$70,43
643,643,924,339,javelina,69 Rainey St Austin TX 78701,3.5,$20,209,taverna,258 W 2nd St Austin TX 78701,4.0,$70,31
644,644,924,2180,javelina,69 Rainey St Austin TX 78701,3.5,$20,209,via 313,61 Rainey St Austin TX 78701,3.6,$30,8
645,645,924,2762,javelina,69 Rainey St Austin TX 78701,3.5,$20,209,craft pride,61 Rainey St Austin TX 78701,3.2,$50,4
646,646,930,2198,chen z,6705 W Hwy 290 Austin TX 78735,4.0,$5,133,chen z,6705 US W Hwy 290 Suite 606 Austin TX 78735,3.1,$25,15
647,647,934,303,minato japanese ,617 N 6th St San Jose CA 95112,4.0,$20,665,minato,617 N 6th St San Jose CA 95112,3.9,$20,7
648,648,935,2060,caffe frascati,315 S 1st St San Jose CA 95113,4.0,$5,421,caffe frascati,315 S First St San Jose CA 95113,3.1,$40,1
649,649,936,354,pho kim long ,2082 N Capitol Ave San Jose CA 95132,3.5,$5,1943,pho kim long,2082 North Capitol Avenue San Jose CA 95132,3.6,$45,5
650,650,937,89,sino - santana row,377 Santana Row San Jose CA 95128,3.0,$20,1762,sino restaurant and lounge,377 Santana Row San Jose CA 95128,3.6,$40,12
651,651,937,104,sino - santana row,377 Santana Row San Jose CA 95128,3.0,$20,1762,village california,378 Santana Row San Jose CA 95128,3.9,$35,11
652,652,937,295,sino - santana row,377 Santana Row San Jose CA 95128,3.0,$20,1762,consuelo,377 Santana Row San Jose CA 95128,3.2,$120,9
653,653,937,355,sino - santana row,377 Santana Row San Jose CA 95128,3.0,$20,1762,pasta pomodoro,378 Santana Row San Jose CA 95128,3.4,$55,5
654,654,937,1045,sino - santana row,377 Santana Row San Jose CA 95128,3.0,$20,1762,fantasia,378 Santana Row San Jose CA 95128,3.4,$15,1
655,655,943,1598,turf n surf po’ boy,407 Lavaca St Austin TX 78701,4.5,$20,837,turf n surf po' boy,405 Lavaca St Austin TX 78701,3.8,$35,22
656,656,943,2989,turf n surf po’ boy,407 Lavaca St Austin TX 78701,4.5,$20,837,lavaca street bar,405 Lavaca St Austin TX 78701,3.1,$60,7
657,657,944,1849,jacoby’s restaurant & mercantile,3235 E Cesar Chavez St Austin TX 78702,4.0,$45,334,jacoby's restaurant & mercantile,3235 E Cesar Chavez St TX 78702,3.4,$80,13
658,658,945,32,bouldin creek cafe,1900 S 1st St Austin TX 78704,4.5,$5,1422,bouldin creek cafe,1900 S 1st St Austin TX 78704,4.2,$30,33
659,659,945,1534,bouldin creek cafe,1900 S 1st St Austin TX 78704,4.5,$5,1422,sugar mama's bakeshop,1905 S 1st St Austin TX 78704,3.6,$15,18
660,660,948,516,cannone cucina italiana,1720 Barton Springs Rd Austin TX 78704,5.0,$20,33,the mighty cone,1720 Barton Springs Road Austin TX 78704,4.1,$25,23
661,661,948,2199,cannone cucina italiana,1720 Barton Springs Rd Austin TX 78704,5.0,$20,33,hey!... you gonna eat or what?,1720 Barton Springs Road Austin TX 78704,3.5,$25,12
662,662,949,160,ippudo east village,65 4th Ave New York NY 10003,4.0,$20,8388,ippudo,65 4th Avenue New York NY 10003,4.8,$40,167
663,663,949,220,ippudo east village,65 4th Ave New York NY 10003,4.0,$20,8388,ippudo,65 4th Avenue New York NY 10003,4.8,$40,167
664,664,950,275,el gaucho,2505 1st Ave Seattle WA 98121,4.0,$91,887,el gaucho,Inn At El Gaucho 2505 1st Avenue Seattle WA 98121,3.8,$150,44
665,665,952,2087,fogón cocina mexicana,600 E Pine St Seattle WA 98122,4.5,$20,703,fogon cocina mexicana,600 East Pine St Seattle WA 98122,3.7,$50,12
666,666,953,1778,ten mercer,10 Mercer St Seattle WA 98109,4.0,$20,224,ten mercer,10 West Mercer St Seattle WA 98109,3.5,$65,18
667,667,953,1781,ten mercer,10 Mercer St Seattle WA 98109,4.0,$20,224,the melting pot,14 Mercer St Seattle WA 98109,3.2,$90,17
668,668,953,2461,ten mercer,10 Mercer St Seattle WA 98109,4.0,$20,224,new york pizza & bar,500 Mercer St Seattle WA 98109,3.3,$45,12
669,669,953,2896,ten mercer,10 Mercer St Seattle WA 98109,4.0,$20,224,obasan,11 Mercer St Seattle WA 98109,3.6,$35,9
670,670,953,2898,ten mercer,10 Mercer St Seattle WA 98109,4.0,$20,224,ten sushi,500 Mercer St Seattle WA 98109,3.1,$30,12
671,671,956,1788,reserve a table,1225 1st Ave Seattle WA 98101,4.0,$20,684,von's gustobistro,1225 1st Avenue Seattle WA 98101,3.5,$55,17
672,672,958,1545,reserve a table,1913 N 45th St Seattle WA 98103,4.0,$20,295,fainting goat gelato,1903 N 45th St Seattle WA 98103,3.9,$15,32
673,673,959,1304,the whales,71 Clinton St New York NY 10002,4.5,$20,70,clinton street baking company,4 Clinton St New York NY 10002,4.3,$70,83
674,674,960,636,smith,332 15th Ave E Seattle WA 98112,4.0,$20,669,smith,332 15th Avenue East Seattle WA 98112,3.9,$60,23
675,675,961,2801,bornholm,138 Smith St Brooklyn NY 11201,4.5,$20,44,bar tabac,128 Smith St Brooklyn NY 11201,4.0,$100,13
676,676,965,3130,coppelia,207 W 14th St New York NY 10011,4.0,$20,880,coppelia,207 Between 7th & 8th Avenue W 14th St New York NY 10011,3.9,$70,18
677,677,970,350,hunan taste ,998 N 4th St San Jose CA 95112,4.0,$20,392,hunan taste,998 North 4th St San Jose CA 95112,3.8,$13,5
678,678,970,960,hunan taste ,998 N 4th St San Jose CA 95112,4.0,$20,392,foster's freeze,698 N 4th St San Jose CA 95112,3.4,$15,1
679,679,972,304,la pastaia,233 W Santa Clara St San Jose CA 95113,3.5,$20,213,amici's,225 W Santa Clara St San Jose CA 95113,3.7,$150,8
680,680,972,595,la pastaia,233 W Santa Clara St San Jose CA 95113,3.5,$20,213,la pastaia kitchen + bar,233 W Santa Clara St San Jose CA 95113,3.5,$80,1
681,681,972,744,la pastaia,233 W Santa Clara St San Jose CA 95113,3.5,$20,213,britannia arms,173 W Santa Clara St San Jose CA 95113,3.6,$20,2
682,682,972,746,la pastaia,233 W Santa Clara St San Jose CA 95113,3.5,$20,213,nick the greek,143 W Santa Clara St San Jose CA 95113,3.1,$15,3
683,683,972,2232,la pastaia,233 W Santa Clara St San Jose CA 95113,3.5,$20,213,hedley club lounge,233 W Santa Clara St San Jose CA 95113,3.2,$50,1
684,684,974,1202,sachiko ramen,1698 Hostetter Rd San Jose CA 95131,3.0,$20,73,hello desserts!,1698 Hostetter Road San Jose CA 95131,3.7,$40,2
685,685,974,1667,sachiko ramen,1698 Hostetter Rd San Jose CA 95131,3.0,$20,73,do re mi,1698 Hostetter Road San Jose CA 95131,3.5,$30,1
686,686,974,1861,sachiko ramen,1698 Hostetter Rd San Jose CA 95131,3.0,$20,73,goldilocks,1698 Hostetter Road San Jose CA 95131,3.2,$25,1
687,687,974,2237,sachiko ramen,1698 Hostetter Rd San Jose CA 95131,3.0,$20,73,kim tar,1698 Hostetter Road San Jose CA 95131,3.2,$60,2
688,688,976,418,walia ethiopian cuisine,2208 Business Cir San Jose CA 95128,4.5,$20,922,walia ethiopian cuisine,2208 Business Circle San Jose CA 95128,3.4,$40,5
689,689,978,1447,el alma,1025 Barton Springs Rd Austin TX 78704,4.0,$20,488,el gallo,2910 S Congress Avenue Austin TX 78704,3.4,$55,13
690,690,978,1457,el alma,1025 Barton Springs Rd Austin TX 78704,4.0,$20,488,el alma cafe y cantina,1025 Barton Springs Road Austin TX 78704,3.6,$65,12
691,691,984,1221,en japanese brasserie,435 Hudson St New York NY 10014,4.0,$45,1051,en japanese brasserie,435 Hudson St New York NY 10014,3.9,$150,18
692,692,987,467,nyonya,199 Grand St New York NY 10013,4.0,$20,1493,nyonya,199 Grand St New York NY 10013,4.3,$50,33
693,693,987,1300,nyonya,199 Grand St New York NY 10013,4.0,$20,1493,ferrara bakery & cafe,195 Grand St New York NY 10013,4.4,$25,61
694,694,987,2829,nyonya,199 Grand St New York NY 10013,4.0,$20,1493,banh mi saigon,198 Grand St New York NY 10013,3.9,$15,18
695,695,990,335,perry’s steakhouse & grille - downtown austin,114 West 7th St Austin TX 78701,4.0,$45,710,perry's steakhouse & grille,114 W 7th St Austin TX 78701,3.8,$150,32
696,696,992,2851,alicia fusion bistro,200 Lake Washington Blvd Seattle WA 98122,4.0,$20,53,daniel's broiler,200 Lake Washington Blvd Seattle WA 98122,3.4,$150,6
697,697,993,943,the cellar,900 Broadway New York NY 10003,4.0,$20,491,craftbar,900 Broadway New York NY 10003,3.8,$150,45
698,698,995,153,almar,111 Front St Brooklyn NY 11201,4.0,$20,255,grimaldi's pizzeria,1 Front St Brooklyn NY 11201,4.5,$50,186
699,699,995,213,almar,111 Front St Brooklyn NY 11201,4.0,$20,255,grimaldi's pizzeria,1 Front St Brooklyn NY 11201,4.5,$50,186
700,700,1004,2787,pellegrino’s italian ,138 Mulberry St New York NY 10013,4.0,$20,543,pellegrino's,138 Mulberry St New York NY 10013,3.9,$90,22
701,701,1004,3143,pellegrino’s italian ,138 Mulberry St New York NY 10013,4.0,$20,543,paesano of mulberry street,136 Mulberry St New York NY 10013,3.9,$60,19
702,702,1009,431,wok wok,11 Mott St New York NY 10013,4.0,$20,268,wo hop,17 Mott St New York NY 10013,4.3,$25,41
703,703,1009,1588,wok wok,11 Mott St New York NY 10013,4.0,$20,268,shanghai caf,100 Mott St New York NY 10013,4.0,$35,32
704,704,1009,2328,wok wok,11 Mott St New York NY 10013,4.0,$20,268,hop kee,21 Mott St New York NY 10013,3.8,$30,14
705,705,1012,1036,tasty hand-pulled noodles,1 Doyers St New York NY 10013,4.0,$5,1092,nom wah tea parlor,13 Doyers St New York NY 10013,3.9,$40,30
706,706,1012,2262,tasty hand-pulled noodles,1 Doyers St New York NY 10013,4.0,$5,1092,tasty hand-pulled noodles,1 Doyers St New York NY 10013,4.0,$25,22
707,707,1015,61,skillet capitol hill,1400 E Union St Seattle WA 98122,4.0,$20,1335,skillet diner,1400 East Union St Seattle WA 98122,4.2,$45,76
708,708,1018,1387,via tribunali,317 W Galer St Seattle WA 98119,4.0,$20,204,via tribunali,317 W Galer St Seattle WA 98119,3.9,$65,21
709,709,1019,395,gorgeous george’s mediterranean kitchen,7719 Greenwood Ave N Seattle WA 98103,4.5,$20,203,gorgeous george's,7719 Greenwood Avenue N Seattle WA 98103,4.2,$70,90
710,710,1021,3114,vito’s,927 9th Ave Seattle WA 98104,4.0,$20,286,vito's,927 9th Avenue Seattle WA 98104,3.4,$65,13
711,711,1023,917,cold cookie co,2512 Rio Grande St Austin TX 78705,4.5,,6,pluckers wing bar,2222 Rio Grande St Austin TX 78705,3.9,$25,11
712,712,1024,1372,chi’lantro,1509 S Lamar Blvd Austin TX 78704,4.0,$5,376,chi' lantro,Location Varies Austin TX 78704,3.7,$30,28
713,713,1024,2636,chi’lantro,1509 S Lamar Blvd Austin TX 78704,4.0,$5,376,luke's inside out,1109 S Lamar Blvd Austin TX 78704,3.4,$30,6
714,714,1025,510,lucky robot,1303 S Congress Austin TX 78704,4.0,$20,557,lucky robot,1303 S Congress Avenue Austin TX 78704,3.9,$30,29
715,715,1026,128,frank,407 Colorado St Austin TX 78701,4.0,$20,1639,frank,407 Colorado St Austin TX 78701,4.0,$35,59
716,716,1026,434,frank,407 Colorado St Austin TX 78701,4.0,$20,1639,truluck's,400 Colorado St Austin TX 78701,3.8,$200,31
717,717,1026,1892,frank,407 Colorado St Austin TX 78701,4.0,$20,1639,tenoak,409 Colorado St Austin TX 78701,3.0,$35,14
718,718,1030,2162,tasty pot,1183 S De Anza Blvd San Jose CA 95129,3.5,$20,59,tasty donuts,485 Saratoga Avenue San Jose CA 95129,-,$30,2
719,719,1036,1436,ramen tenma,487 Saratoga Ave San Jose CA 95129,3.5,$20,383,ramen tenma,487 Saratoga Avenue San Jose CA 95129,3.1,$35,3
720,720,1037,9,sam’s bar-b-que,1110 S Bascom Ave San Jose CA 95128,4.0,$20,943,sam's bar-b-que,1110 South Bascom Avenue San Jose CA 95128,4.3,$35,9
721,721,1038,772,izakaya ,1335 N 1st St San Jose CA 95112,3.5,$20,491,izakaya,1335 N First St San Jose CA 95112,3.7,$10,1
722,722,1040,8,zeni ethiopian ,1320 Saratoga Ave San Jose CA 95129,4.0,$20,1316,zeni ethiopian ,1320 Saratoga Avenue San Jose CA 95129,4.2,$43,16
723,723,1047,662,trattoria trecolori,254 W 47th St New York NY 10036,4.0,$20,1405,trattoria trecolori,254 W 47th St New York NY 10036,4.3,$60,49
724,724,1047,2265,trattoria trecolori,254 W 47th St New York NY 10036,4.0,$20,1405,scarlatto,250 W 47th St New York NY 10036,3.9,$80,23
725,725,1048,1803,tavo,615 Hudson St New York NY 10014,4.0,$45,15,dos caminos,675 Hudson St New York NY 10014,3.8,$150,21
726,726,1052,2467,u:don,4515 University Way NE Seattle WA 98105,4.0,$5,487,u:don fresh noodle station,4515 University Way NE Seattle WA 98105,3.5,$20,12
727,727,1052,3105,u:don,4515 University Way NE Seattle WA 98105,4.0,$5,487,garam masala,4537 University Way NE Seattle WA 98105,3.5,$30,15
728,728,1054,2423,gourmet noodle bowl,707 8th Ave S Seattle WA 98104,4.0,$20,274,szechuan noodle bowl,420 8th Avenue S Seattle WA 98104,3.6,$20,12
729,729,1058,1555,daily dozen doughnut,93 Pike St Seattle WA 98101,4.5,$5,780,daily dozen donut company,Pike Place Market 93 Pike St Suite 7 Seattle WA 98101,3.8,$10,20
730,730,1059,1622,clark’s oyster bar,1200 W 6th St Austin TX 78703,4.0,$45,349,clark's oyster bar,1200 W 6th St Austin TX 78703,3.5,$25,11
731,731,1059,1718,clark’s oyster bar,1200 W 6th St Austin TX 78703,4.0,$45,349,rounders pizzeria,1203 W 6th St Austin TX 78703,3.6,$30,10
732,732,1059,1726,clark’s oyster bar,1200 W 6th St Austin TX 78703,4.0,$45,349,sweetish hill bakery & cafe,1120 W 6th St Austin TX 78703,3.4,$25,7
733,733,1059,1839,clark’s oyster bar,1200 W 6th St Austin TX 78703,4.0,$45,349,cafe josie,1200 W 6th St Austin TX 78703,3.5,$100,10
734,734,1062,1743,sunfish,2800 Alki Ave SW Seattle WA 98116,4.0,$20,175,sunfish,2800 Alki Avenue SW WA 98116,3.8,$50,13
735,735,1063,342,pieous,12005 Hwy 290 W Austin TX 78737,4.5,$20,624,pieous,12005 US W Highway 290 Austin TX 78737,3.9,$30,40
736,736,1064,324,ramen tatsu-ya,8557 Research Blvd Austin TX 78758,4.0,$20,1627,ramen tatsu-ya,8557 Research Blvd Suite 126 Austin TX 78758,3.9,$25,37
737,737,1067,1892,lonesome dove western bistro,419 Colorado St Austin TX 78701,4.0,$45,116,tenoak,409 Colorado St Austin TX 78701,3.0,$35,14
738,738,1067,2498,lonesome dove western bistro,419 Colorado St Austin TX 78701,4.0,$45,116,lonesome dove,419 Colorado St Austin TX 78701,3.0,$160,3
739,739,1068,410,mizu sushi bar & grill,1035 S Winchester Blvd San Jose CA 95128,4.0,$20,2074,mizu sushi bar & grill,1035 South Winchester Blvd San Jose CA 95128,3.8,$45,4
740,740,1069,1285,konjoe burger bar,100 N Almaden Ave San Jose CA 95110,4.0,$20,553,konjoe burger bar,100 N Almaden Avenue Suite 180 San Jose CA 95110,3.1,$30,1
741,741,1072,2654,boda chinese vietnamese resto,2868 Story Rd San Jose CA 95127,4.0,$20,321,boda,2868 Story Road San Jose CA 95127,3.2,$30,2
742,742,1075,2725,loroco salvadorian,2180 Monterey Hwy San Jose CA 95112,4.5,$5,43,burger king,2170 Monterey Hwy San Jose CA 95112,-,$60,1
743,743,1076,600,international food bazaar,2052 Curtner Ave San Jose CA 95124,4.5,$5,273,international kabob house,2707 Union Avenue San Jose CA 95124,3.8,$40,4
744,744,1078,2644,orchestria palm court,27 E William St San Jose CA 95112,4.0,$20,98,tk noodle,261 E William St San Jose CA 95112,2.4,$35,1
745,745,1078,2905,orchestria palm court,27 E William St San Jose CA 95112,4.0,$20,98,orchestria palm court,27 East William St San Jose CA 95112,2.9,$80,1
746,746,1079,14,lb steak,334 Santana Row San Jose CA 95128,3.5,$45,1249,pizza antica,334 Santana Row San Jose CA 95128,4.2,$45,11
747,747,1079,24,lb steak,334 Santana Row San Jose CA 95128,3.5,$45,1249,straits,333 Santana Row San Jose CA 95128,3.7,$40,11
748,748,1079,103,lb steak,334 Santana Row San Jose CA 95128,3.5,$45,1249,lb steak,334 Santana Row Suite 1000 San Jose CA 95128,3.7,$25,9
749,749,1079,109,lb steak,334 Santana Row San Jose CA 95128,3.5,$45,1249,cocola bakery,333 Santana Row San Jose CA 95128,3.6,$30,6
750,750,1080,1503,il bambino,34-08 31st Ave Astoria NY 11106,4.5,$20,1039,il bambino,34-08 31st Avenue Queens NY 11106,4.7,$50,23
751,751,1084,367,mudai ethiopian ,503 W San Carlos St San Jose CA 95126,4.0,$20,294,gojo ethiopian,1261 W San Carlos St San Jose CA 95126,3.5,$80,7
752,752,1084,956,mudai ethiopian ,503 W San Carlos St San Jose CA 95126,4.0,$20,294,mudai,503 W San Carlos St San Jose CA 95126,3.5,$40,5
753,753,1088,730,crawdaddy,779 Story Rd San Jose CA 95122,3.5,$20,1577,crawdaddy,779 Story Road San Jose CA 95122,3.9,$43,3
754,754,1090,775,vyne bistro,110 Paseo De San Antonio San Jose CA 95112,4.0,$20,208,philz coffee,118 Paseo De San Antonio San Jose CA 95112,3.9,$40,7
755,755,1090,1179,vyne bistro,110 Paseo De San Antonio San Jose CA 95112,4.0,$20,208,vyne bistro,110 Paseo De San Antonio Walk San Jose CA 95112,2.7,$25,1
756,756,1090,1181,vyne bistro,110 Paseo De San Antonio San Jose CA 95112,4.0,$20,208,tengu sushi,111 Paseo De San Antonio San Jose CA 95112,2.8,$25,1
757,757,1090,2144,vyne bistro,110 Paseo De San Antonio San Jose CA 95112,4.0,$20,208,quickly,140 Paseo De San Antonio San Jose CA 95112,2.9,$40,1
758,758,1094,847,truluck’s,10225 Research Blvd Austin TX 78759,4.5,$45,327,truluck's,10225 Research Blvd Suite 4000 Austin TX 78759,3.9,$200,24
759,759,1095,4,original joe’s,301 S 1st St San Jose CA 95113,3.0,$20,1559,original joe's,301 South First St San Jose CA 95113,4.1,$70,28
760,760,1098,852,slab bbq & beer,9012 Research Blvd Austin TX 78758,4.5,$5,404,mikado ryotei,9033 Research Blvd Austin TX 78758,3.9,$65,17
761,761,1098,2769,slab bbq & beer,9012 Research Blvd Austin TX 78758,4.5,$5,404,sherlock's baker st. pub & grill,9012 Research Blvd Austin TX 78758,3.1,$40,4
762,762,1099,1112,barlata tapas bar,1500 S Lamar Blvd Austin TX 78704,4.0,$20,423,barlata tapas bar,1500 S Lamar Blvd Suite 150 Austin TX 78704,3.3,$75,13
763,763,1102,860,gourdough’s public house,2700 S Lamar Blvd Austin TX 78704,4.0,$20,823,gourdough's public house,2700 S Lamar Blvd Austin TX 78704,3.7,$40,18
764,764,1103,46,blue dahlia bistro,1115 E 11th St Austin TX 78702,4.0,$20,1060,blue dahlia bistro,1115 E 11th St Austin TX 78702,4.4,$50,37
765,765,1105,75,dahlia lounge,2001 4th Ave Seattle WA 98121,4.0,$45,1262,dahlia lounge,2001 4th Avenue Seattle WA 98121,4.0,$100,123
766,766,1105,383,dahlia lounge,2001 4th Ave Seattle WA 98121,4.0,$45,1262,dahlia bakery,2001 4th Avenue Seattle WA 98121,3.9,$15,39
767,767,1106,1558,fonda la catrina,5905 Airport Way S Seattle WA 98108,4.0,$20,537,fonda la catrina,5905 Airport Way S Seattle WA 98108,3.9,$30,22
768,768,1108,1768,the corson building,5609 Corson Ave S Seattle WA 98108,4.0,$91,127,the corson building,5609 Corson Avenue South Seattle WA 98108,3.5,$115,25
769,769,1109,71,serafina,2043 Eastlake Ave E Seattle WA 98102,4.0,$45,571,serafina,2043 Eastlake Avenue East Seattle WA 98102,4.1,$70,69
770,770,1113,1413,bistro turkuaz,1114 34th Ave Seattle WA 98122,4.0,$20,93,bistro turkuaz,1114 34th Avenue Seattle WA 98122,3.8,$50,35
771,771,1114,277,la rustica,4100 Beach Dr SW Seattle WA 98116,4.0,$45,288,la rustica,4100 Beach Drive SW Seattle WA 98116,4.3,$40,32
